id,Amostrado
"""1037415846396796928""",0
"""1035911822308720640""",0
"""1046761938116628482""",0
"""1036768358216159232""",0
"""1044231004586733570""",0
"""1035742824375959557""",0
"""1041084496152539136""",1
"""1042692076276797445""",1
"""1042428623188316161""",0
"""1044512436370444288""",0
"""1041434729235603457""",1
"""1045707906853818368""",1
"""1037113821893210112""",1
"""1044342622880485378""",0
"""1044688059860766720""",1
"""1046891187402170368""",1
"""1041391207035789313""",1
"""1042382581466112000""",1
"""1035355722987565056""",0
"""1035585549199962114""",0
"""1035913440475340801""",0
"""1039536545122766848""",0
"""1046792855396737025""",0
"""1043129414748463104""",0
"""1035637149243191297""",0
"""1041954109685948416""",0
"""1045472577689399296""",0
"""1036702879808151552""",1
"""1039183395140657154""",0
"""1037062785585307648""",1
"""1046392210382565376""",0
"""1040234521940160513""",0
"""1039930241194569728""",1
"""1041970489986564096""",0
"""1043135399919583233""",0
"""1046014913003573249""",0
"""1036690373526151171""",0
"""1041737153397571584""",0
"""1045618966314586112""",0
"""1036324436016852992""",0
"""1041305038461775872""",1
"""1042396048180817920""",0
"""1041815885781106688""",1
"""1045386074296635400""",0
"""1041805363526414338""",1
"""1043281454740860928""",0
"""1046474448587632641""",0
"""1036799242319343616""",0
"""1046513967860977666""",1
"""1039138463285686273""",1
"""1036808800253214721""",0
"""1046896706426687488""",0
"""1037489447531696128""",0
"""1046392986010079233""",0
"""1040348380160057344""",1
"""1043600281815195648""",0
"""1042160678965002242""",0
"""1035900857626198018""",0
"""1036050333854773248""",0
"""1045108053211852800""",0
"""1037320427742416897""",1
"""1044995225171763202""",0
"""1043671530423627777""",0
"""1040031719338987520""",0
"""1039013865353297920""",0
"""1037337725194698754""",0
"""1039557385109561346""",1
"""1045159239621251073""",1
"""1036297776496295936""",1
"""1045770937315069954""",0
"""1036013961848733696""",0
"""1041751103451344896""",1
"""1042827705480368129""",0
"""1043999341470461952""",0
"""1038494264563589120""",0
"""1045037126449065984""",1
"""1036418620736331776""",0
"""1041018366796943360""",1
"""1045750331886501891""",0
"""1035916359631347712""",0
"""1043137065679048705""",0
"""1037407342193766401""",1
"""1040859804703567872""",0
"""1036809412088946688""",0
"""1040413533190729729""",0
"""1045405480603078657""",1
"""1038474841312112640""",1
"""1036640970085945344""",0
"""1037713560204443648""",0
"""1039701980254547970""",0
"""1042062871293841409""",0
"""1045337444630040577""",0
"""1044351555762376704""",1
"""1040692799824375808""",0
"""1043525625754079234""",0
"""1044344753872130048""",0
"""1038972465400176640""",0
"""1041623591488573440""",1
"""1038910978040242178""",0
"""1042359839593295873""",0
"""1040001777805021184""",0
"""1046440537618886656""",1
"""1046406969777623041""",0
"""1044891941689839618""",0
"""1036453418565619712""",0
"""1036309075225657349""",0
"""1036387716282437632""",0
"""1046126922374295557""",0
"""1045507491126280192""",1
"""1037515681573625856""",0
"""1039987965789958145""",0
"""1038784917868564486""",0
"""1046404575455055873""",0
"""1035958308010635264""",0
"""1045294595783954432""",0
"""1037433955115524106""",0
"""1038435564343779329""",0
"""1035745413901496320""",1
"""1035629215469772800""",1
"""1042718507241230337""",1
"""1044092910302572544""",0
"""1040788740040470528""",0
"""1045080750259884033""",0
"""1042441930007822337""",0
"""1046557281964437504""",0
"""1042120532949389312""",0
"""1043217222750167042""",1
"""1037379790364393473""",1
"""1040725551365980161""",1
"""1040458226964357120""",0
"""1038119433900908544""",0
"""1042841084953538560""",0
"""1044987507723653121""",0
"""1044158423946878977""",0
"""1042912600604979206""",1
"""1039524598017085440""",0
"""1042305745520418816""",0
"""1036765390980952064""",0
"""1040742290770337793""",0
"""1037796509176287233""",0
"""1039817829858598913""",0
"""1042706945667424256""",0
"""1039254578087309319""",0
"""1035995374710935554""",0
"""1041294513992597504""",0
"""1039486996576530432""",1
"""1041791403108511744""",0
"""1045674561583353862""",1
"""1038095357090168833""",0
"""1036675097610907650""",0
"""1038594120300867584""",1
"""1037660153607270400""",1
"""1039309697185067008""",0
"""1038484842835599360""",0
"""1044007700215066634""",0
"""1044009042039975938""",1
"""1037007539127377921""",0
"""1046883473175318528""",0
"""1043554797981454336""",0
"""1036748243739262976""",0
"""1042782652665921537""",0
"""1044053835923312640""",1
"""1035527840341676037""",1
"""1044947709629739009""",0
"""1044763331658231808""",0
"""1042766076080267266""",0
"""1043468567184850946""",0
"""1035561945989107722""",0
"""1043938048411484160""",1
"""1043549765223567360""",0
"""1044600335875100674""",1
"""1045466729894367232""",0
"""1045691791557763072""",0
"""1036965759442972672""",0
"""1039650892063145984""",1
"""1037811101570924544""",0
"""1040568285719420928""",0
"""1037413335090819078""",0
"""1046550913933021186""",1
"""1044411044444229633""",0
"""1037111535359991808""",1
"""1042096257005699074""",0
"""1039901245874552832""",0
"""1044612490489786368""",0
"""1035726807897653248""",0
"""1042134320310366209""",0
"""1043926236320464898""",1
"""1039507967123410945""",0
"""1046382826206236672""",0
"""1035961907063283719""",0
"""1044528163815075840""",0
"""1044582229807030273""",0
"""1035554470665641984""",1
"""1045419286360150018""",0
"""1039665883130589184""",0
"""1045148868957138948""",0
"""1041773013367246848""",0
"""1040576953072476160""",0
"""1037139801168900096""",0
"""1036416578290634758""",0
"""1045000964380524544""",0
"""1041783017851768837""",1
"""1045047439483441152""",1
"""1041725183365709824""",0
"""1037639139779207170""",0
"""1045446498912227329""",0
"""1044598747546767360""",0
"""1045421023510900741""",0
"""1045873101786009600""",0
"""1044753421646073856""",0
"""1037318259614408705""",1
"""1042136105406148609""",0
"""1046392490817916929""",1
"""1038796582680809472""",1
"""1045287324190474240""",0
"""1044172178139295745""",0
"""1037427039182180353""",0
"""1040571083034947585""",0
"""1040269307681361920""",0
"""1040027915579215877""",0
"""1036287481107423232""",0
"""1045448098506559488""",0
"""1040417562490753024""",0
"""1039938561699729408""",0
"""1045423178804269056""",0
"""1037482152122888192""",0
"""1042211724911431680""",1
"""1040681138333908992""",0
"""1046030835311431680""",0
"""1038860005426909184""",1
"""1044231888175595521""",0
"""1042074087055613953""",0
"""1037344151627591681""",0
"""1037130921818947589""",0
"""1042117636237213698""",0
"""1044388887932686336""",0
"""1042415684599336960""",0
"""1038436142264315904""",0
"""1038967093440307200""",0
"""1044975374772375552""",0
"""1042013813082652673""",1
"""1035725249269166081""",0
"""1045639302615523328""",0
"""1038148298903711744""",0
"""1036364599174545408""",1
"""1035637097942659072""",0
"""1036814446180663296""",0
"""1042240138452119553""",0
"""1045079881443418113""",0
"""1044173255744147456""",0
"""1042888699640463360""",0
"""1036448802583011328""",0
"""1039553688979820544""",1
"""1044044649189511169""",1
"""1036284835667427329""",0
"""1040324777238519809""",0
"""1040918519875956736""",0
"""1037902580708401152""",0
"""1036553430150643712""",1
"""1035974892473253888""",1
"""1045496364212334593""",0
"""1040665025965375490""",0
"""1045448073420435456""",0
"""1043588222759133184""",0
"""1044423563988668417""",0
"""1039975136248651776""",0
"""1037008358602170369""",1
"""1041772199793885184""",0
"""1044576714813308928""",0
"""1035509460452696064""",0
"""1038456243864653824""",0
"""1043979814019977216""",0
"""1042212235605696512""",0
"""1036539859593117696""",0
"""1035979063884738560""",0
"""1044623313195192325""",0
"""1042809637999976448""",0
"""1044044820673699840""",0
"""1040852683022848000""",0
"""1035984495814606848""",0
"""1046484765803761664""",0
"""1041462604219252736""",0
"""1037054827073859584""",0
"""1045798641255030786""",0
"""1046579555488665600""",1
"""1035644181811740673""",1
"""1046480235703631872""",0
"""1045371854251335680""",0
"""1044422504276795392""",0
"""1037112132423303168""",1
"""1035521796483809280""",1
"""1037717733604044800""",1
"""1037808890895900672""",0
"""1037763019948912641""",0
"""1037679445128097793""",1
"""1039657825654501376""",0
"""1046107829936025600""",0
"""1035544829097385984""",0
"""1042534009715212288""",0
"""1045444886479212545""",0
"""1039945432028381192""",1
"""1038782524695224322""",1
"""1035336041316737024""",0
"""1042447362176806912""",0
"""1037154755334819840""",0
"""1039531290884800524""",0
"""1044184740683796480""",0
"""1042466521270956033""",1
"""1039663549105221632""",1
"""1044059816552017920""",0
"""1038988488035762176""",0
"""1045760255219695616""",0
"""1045424477499260928""",0
"""1041384732196519936""",1
"""1035847495715364864""",1
"""1041733674226597890""",0
"""1037057283006578693""",1
"""1039662457499709440""",0
"""1045421478420901888""",1
"""1042545375599636482""",0
"""1040011274078306304""",0
"""1037735719157067776""",0
"""1037373366913650692""",0
"""1042171210279399425""",0
"""1041724898866028544""",1
"""1039573167851929600""",0
"""1036773949491867652""",0
"""1037147355076849670""",0
"""1037046574814298112""",0
"""1037058286611312640""",1
"""1046885048065187840""",0
"""1043391966573211648""",1
"""1044693391978696704""",0
"""1038773876686241792""",0
"""1037380382507917313""",0
"""1043609708475625473""",0
"""1039103526474006528""",0
"""1039362342902013952""",0
"""1036657382653345799""",0
"""1035888762289627137""",0
"""1037881914802221056""",0
"""1039119178417033216""",0
"""1039973531126247425""",0
"""1042880601689337856""",0
"""1046583672193802245""",0
"""1041446630677868544""",1
"""1040572043274661888""",0
"""1039907516291854336""",0
"""1039333562179379201""",0
"""1040807851663548416""",0
"""1043287293765804032""",0
"""1035902734279438336""",1
"""1042201515295952896""",0
"""1045838930967515136""",0
"""1038874682605359104""",0
"""1045335132499058689""",0
"""1046860489228279811""",1
"""1038915268414722053""",1
"""1035696630060732416""",1
"""1035892471983759360""",0
"""1039169196226211840""",0
"""1043173232524832769""",1
"""1039222931379945474""",0
"""1039953163279847424""",0
"""1044353222746537987""",1
"""1036844935742406656""",0
"""1042872995398803464""",0
"""1044157656074792960""",0
"""1041673960352620544""",0
"""1040298081466675200""",0
"""1045262058042863616""",0
"""1039227976938713095""",1
"""1040865990052065280""",0
"""1045032790083993610""",0
"""1044930715517952000""",0
"""1044466460565942272""",0
"""1044592190780067844""",1
"""1036029045346115586""",0
"""1041652094049181696""",1
"""1043600108020006913""",1
"""1039334172622499840""",0
"""1041059979783032832""",0
"""1046414750991765505""",1
"""1040334792649261057""",0
"""1042416989384400896""",0
"""1041429279148593152""",0
"""1035839550541709313""",1
"""1040110551588904960""",0
"""1045462674887397378""",1
"""1036267028145950721""",0
"""1046227807175680000""",0
"""1040661997153669121""",0
"""1035609941237739520""",1
"""1040360883791245313""",0
"""1041791083359948802""",0
"""1043861568881119232""",0
"""1041076621095120896""",0
"""1045449970462150656""",0
"""1046398019153723392""",0
"""1044691630274605056""",1
"""1039614702760943617""",0
"""1045415292741054464""",0
"""1045711880965312518""",1
"""1041059620003958784""",1
"""1036692300733276161""",0
"""1038841199036182533""",0
"""1045391785000931328""",1
"""1043710110047133697""",0
"""1038785090267111425""",1
"""1042385617450090497""",0
"""1045045829449502722""",0
"""1045071580953530368""",0
"""1042921581293514753""",1
"""1036702990248431622""",0
"""1045714251015483392""",0
"""1042548286824099840""",0
"""1046912749723426816""",0
"""1038072023833030657""",0
"""1035992389012414464""",0
"""1035980915741216769""",0
"""1045772580316225536""",0
"""1042583616935616512""",0
"""1043698596481310721""",0
"""1041356446292762624""",0
"""1039990478714884102""",0
"""1044330038890508290""",1
"""1043584253290786816""",0
"""1043099234441068544""",0
"""1038501507887456256""",0
"""1040742892585791488""",0
"""1043196020031676417""",0
"""1038095801799589888""",1
"""1046740910485250049""",0
"""1040318407101636608""",1
"""1042600945086070785""",0
"""1044320195844755456""",0
"""1046411915763871744""",1
"""1040324988216242177""",1
"""1038902365326376960""",0
"""1042447597984796673""",0
"""1041698121707921409""",1
"""1045401437625307137""",0
"""1037448017245290496""",0
"""1037354671676030981""",0
"""1041451040871198721""",0
"""1045068802701045760""",0
"""1046054300403859463""",1
"""1041883934571864064""",0
"""1042943475841425408""",0
"""1042763543274237952""",0
"""1044971330414804992""",1
"""1038788152628895746""",1
"""1037360992001216513""",0
"""1040026133247475712""",0
"""1044504022110146561""",0
"""1043240388436353026""",0
"""1036223444390694912""",0
"""1046388794465931264""",0
"""1041691300511268867""",0
"""1038890545131577344""",0
"""1045070655878770695""",0
"""1035856861046525952""",0
"""1037052265113296898""",0
"""1045396241495068673""",0
"""1042078682955825152""",0
"""1039359041489788928""",1
"""1046883107046080512""",0
"""1036940025651507201""",0
"""1046838579715084289""",0
"""1041307275804241920""",1
"""1038111749810073600""",0
"""1040380972297084929""",0
"""1037262951617576961""",1
"""1044294486560575488""",0
"""1041831593541816320""",0
"""1039119968095363072""",1
"""1046435016392216576""",0
"""1036530599786360838""",1
"""1043578184548188165""",0
"""1044975270783057920""",0
"""1038073924704247810""",0
"""1040004507399319552""",1
"""1039972290337939457""",0
"""1035962269446889473""",0
"""1046429739441885184""",0
"""1040290606671687680""",0
"""1041751751551057920""",0
"""1043605628718075906""",1
"""1044052660033376256""",0
"""1036671690120593410""",1
"""1045449393166602240""",0
"""1036980564233019392""",0
"""1043520800035430401""",0
"""1039658829330436096""",0
"""1044684387957256193""",0
"""1040681157015359488""",0
"""1045255494556880896""",0
"""1038906568530509824""",0
"""1041263450838712321""",0
"""1046574697171832832""",0
"""1045077725592145920""",1
"""1046447656200007686""",0
"""1040240375615692800""",0
"""1037344501734498305""",0
"""1038902133201018881""",0
"""1041609793650286592""",1
"""1038569544980340737""",0
"""1036572380901138432""",1
"""1041687662166462464""",0
"""1040252660996300800""",0
"""1046251534349209600""",0
"""1038733753969864705""",0
"""1040723086285393920""",0
"""1045339124205584384""",0
"""1041761116618207232""",0
"""1040236489853083648""",0
"""1046421424741773312""",0
"""1039929339582787584""",1
"""1042092442701508609""",1
"""1046751610976661504""",1
"""1038892129853079554""",1
"""1035602163639234560""",0
"""1041276243432361984""",0
"""1041653769413517313""",0
"""1042307085084643328""",0
"""1038797455444373504""",1
"""1040368123185180672""",0
"""1041811841729613824""",1
"""1044773586345562114""",0
"""1036772830225027072""",0
"""1042772413719760896""",1
"""1035441073110298624""",1
"""1037422229041172480""",0
"""1037693785550082051""",0
"""1045309373030035459""",0
"""1036675315408543745""",0
"""1042124460038479873""",0
"""1035852850302263296""",0
"""1042753475552206849""",0
"""1042098832501288961""",0
"""1039308901697703936""",0
"""1036682015888818176""",1
"""1035886386581307392""",0
"""1036271058926612481""",1
"""1043517524418220032""",0
"""1039280244627103744""",0
"""1044728658102026241""",0
"""1044406730900340736""",0
"""1042137802845118466""",0
"""1041554717166497792""",0
"""1041872713436913664""",0
"""1039666036767895553""",0
"""1042627510884868098""",1
"""1045864988244680704""",0
"""1038892595269709824""",0
"""1044628517282041856""",0
"""1040522085192413184""",1
"""1043678959358087168""",1
"""1042754744408834048""",0
"""1037471529255227393""",0
"""1041858594738790400""",0
"""1037830319359942656""",0
"""1041766290921320449""",0
"""1045333549086380032""",0
"""1042945757928726528""",0
"""1045068165909221376""",1
"""1046546877913739264""",1
"""1046499676902608896""",0
"""1045246055531589632""",1
"""1046913339132207104""",0
"""1044729205831938048""",0
"""1036020908853538817""",0
"""1045033696863154177""",1
"""1040351829278838785""",0
"""1045602935009366016""",0
"""1036953435768270849""",0
"""1040282000605761541""",0
"""1035544833694343173""",0
"""1036721020772601857""",0
"""1036418386056671238""",1
"""1040879863660535808""",0
"""1042383059297992704""",0
"""1044286667551657986""",0
"""1042411318211473408""",0
"""1040226404389085184""",0
"""1044987276554645506""",0
"""1035911172841725958""",1
"""1036005522422603781""",0
"""1045373052375175168""",0
"""1037057978594148353""",1
"""1037024729733849088""",1
"""1039655301815984128""",1
"""1045655258884710407""",0
"""1042108250341167104""",1
"""1045360522827370497""",0
"""1043710926661341184""",0
"""1039525722425982976""",0
"""1036890108207812608""",0
"""1037308520968998912""",0
"""1041847731646554112""",0
"""1042869461664059393""",0
"""1046506000373682177""",0
"""1042479379383812097""",0
"""1039448829773447169""",1
"""1045426962905395200""",0
"""1041540774675005440""",0
"""1043235416210427905""",0
"""1043084156866060290""",0
"""1036264647614234624""",0
"""1042491837884317696""",0
"""1041017586987814912""",0
"""1046401311091167233""",0
"""1041622655533756416""",0
"""1046177831699578882""",0
"""1035546989327536128""",0
"""1043287693864706058""",0
"""1043230960530219008""",1
"""1037533640530567168""",0
"""1046191704523640832""",0
"""1037005620514316288""",0
"""1038442841037520896""",0
"""1037024740160888832""",0
"""1043165466032783360""",0
"""1038795499594280961""",0
"""1036260873596293121""",1
"""1042925969479290881""",1
"""1036576964306460672""",0
"""1040049439308689413""",0
"""1039919766952136705""",0
"""1043904798590947328""",1
"""1046191275475697664""",1
"""1046216874860716033""",1
"""1039217770980880384""",0
"""1039973391544070150""",1
"""1042561759809335298""",1
"""1042158729196650496""",1
"""1039891413146787841""",0
"""1044341213309149184""",0
"""1040048775681720320""",0
"""1041308260287082496""",1
"""1035922618698936320""",0
"""1039835940355747842""",1
"""1035876305550692352""",1
"""1044686250777686016""",1
"""1045339193424203776""",0
"""1042831509080756225""",1
"""1045152302187843584""",0
"""1045721685276708865""",0
"""1037354441962389504""",1
"""1039699012327288832""",0
"""1042734599711928320""",0
"""1044677486947311617""",1
"""1035654227534721025""",1
"""1044643091016298497""",0
"""1040394932853399552""",0
"""1045013953645023235""",0
"""1038119164391698433""",0
"""1044757857919479808""",1
"""1036292631486185473""",0
"""1039480983676809216""",0
"""1045384087819767809""",0
"""1045695659129679872""",1
"""1035920066611740674""",0
"""1044688916945793024""",0
"""1040418930400092160""",0
"""1036436156504829952""",0
"""1046837314155163649""",0
"""1035724919886229504""",1
"""1042774948794839040""",0
"""1039492709914996736""",0
"""1045493675600605184""",0
"""1046420244439453696""",1
"""1038906186215632897""",0
"""1045369123499270145""",0
"""1044196245869383680""",0
"""1041679437597757440""",0
"""1046416212505370625""",0
"""1042730459770310656""",0
"""1036694368403566592""",0
"""1036263925166235648""",1
"""1039207174105452544""",0
"""1040453156889681920""",1
"""1036968706683875335""",0
"""1041849199057403904""",1
"""1038534793707880449""",1
"""1046140316783464449""",0
"""1044999792890445831""",0
"""1044619753493549056""",1
"""1038647255190974464""",0
"""1040396405439950848""",1
"""1039456928747978752""",1
"""1035737205019500545""",1
"""1038473000994189312""",0
"""1044897672799416322""",0
"""1043124631773831169""",0
"""1039514005813919744""",0
"""1044451620690554880""",0
"""1036585568166141952""",1
"""1040948571321839618""",0
"""1038876654762962944""",0
"""1041687795717353473""",0
"""1035605644865400832""",1
"""1038178377805586433""",0
"""1041962749025247232""",0
"""1043347922061017088""",0
"""1042789634609217543""",0
"""1046448104579452928""",0
"""1043202430241067008""",0
"""1042898861210173442""",0
"""1045366388729286656""",0
"""1044633462311976961""",0
"""1036006455240011776""",0
"""1036092765354909698""",0
"""1036321358093987841""",0
"""1046242715015483392""",1
"""1036330344298029056""",0
"""1037679006462738432""",0
"""1040686595387514880""",1
"""1041643393158459392""",0
"""1037008937093144578""",1
"""1044976722754633728""",0
"""1044888396961894400""",0
"""1039999623220396033""",0
"""1035838899413807104""",1
"""1043477513605918720""",1
"""1036749785091518464""",0
"""1035893449994764288""",0
"""1042735463403057152""",1
"""1037435305555644417""",0
"""1036928347899494400""",0
"""1036643786191978496""",0
"""1043206640579883008""",0
"""1044395809490587648""",0
"""1042533056194732033""",1
"""1045462561087533056""",0
"""1045654152276316161""",0
"""1046388136694226946""",0
"""1041093140080467972""",0
"""1041025369762091008""",0
"""1042571923874635776""",1
"""1042450704298897408""",0
"""1046657305557831680""",0
"""1042646999127023616""",1
"""1036704797515309056""",0
"""1044213522715095042""",1
"""1044520047320997890""",0
"""1042849653178425345""",0
"""1035471099511730177""",1
"""1035582354717327361""",0
"""1044214582405984256""",0
"""1040609430453276672""",0
"""1042099853743013889""",0
"""1045140301713690624""",0
"""1045664645355319296""",0
"""1035515343983333376""",1
"""1038079107177885696""",0
"""1045429964663914496""",0
"""1040228495195090944""",1
"""1046729087870541825""",0
"""1043151055146700800""",1
"""1044023267030446080""",0
"""1044823452606255104""",0
"""1043241570508709888""",1
"""1042078291744546816""",1
"""1042916980959989761""",0
"""1037768815973679105""",1
"""1036429639105822721""",1
"""1044950057362116608""",0
"""1035577118049099782""",1
"""1037159887267094528""",0
"""1037119236580274176""",0
"""1041114208186900480""",0
"""1042139457615527938""",0
"""1044015687092645889""",0
"""1046071456017387520""",0
"""1044779772507811841""",1
"""1037707789076971520""",0
"""1039569518631120896""",0
"""1035677732619866116""",0
"""1041426836826271744""",0
"""1044595601323827201""",0
"""1041509753363615745""",0
"""1037545931955232768""",0
"""1035915194591924225""",0
"""1037686838377500672""",1
"""1043570927123025920""",1
"""1044923689274421249""",0
"""1038535549450108928""",1
"""1041839745914036224""",0
"""1037728814460293120""",0
"""1042813355835224064""",0
"""1044527187330781184""",0
"""1039990927182503938""",1
"""1039314081155620864""",0
"""1039507103176478720""",0
"""1043872175206408193""",1
"""1036664597628026880""",1
"""1035863197285330945""",0
"""1039297691724009473""",0
"""1046190823510028288""",0
"""1041654109378682881""",0
"""1037707289946476545""",1
"""1036792693026902016""",0
"""1044015178629742593""",0
"""1035739659467411461""",1
"""1041386514427650049""",0
"""1036925981125238784""",0
"""1036734126970335232""",0
"""1046323037602078725""",0
"""1036296757062320129""",1
"""1045079703453872128""",0
"""1040915512769880064""",1
"""1045419933562273798""",0
"""1046208215468453890""",1
"""1040641898631720961""",0
"""1040555742951104512""",0
"""1044742386482642944""",0
"""1045299338589687808""",0
"""1036231515997384705""",1
"""1040399233109635072""",0
"""1040277525992300544""",0
"""1044092693096419328""",0
"""1043883675295903744""",0
"""1041031666402242562""",0
"""1039911375433347072""",0
"""1036415257953140736""",0
"""1037308632201928704""",0
"""1039368636786458624""",0
"""1042016637505994752""",0
"""1038030639814070272""",0
"""1036320941863628800""",0
"""1040007904655433729""",0
"""1037447893202939904""",0
"""1045634705595478018""",0
"""1046325812109094912""",0
"""1039806881361932289""",1
"""1039220176577654787""",0
"""1037354673873854465""",0
"""1042798160706523137""",0
"""1041716165117202438""",0
"""1045281157783392256""",0
"""1039263809700081665""",0
"""1041111073154326528""",0
"""1036396241993773056""",0
"""1041291370403700736""",1
"""1038811288577732608""",0
"""1039952093241585664""",0
"""1045414443419611137""",0
"""1044589968549711874""",0
"""1035908657853214721""",1
"""1046452794352431104""",0
"""1046904398390185985""",0
"""1037784713623228416""",0
"""1039549815330406405""",1
"""1042547345953570822""",0
"""1043872798563815424""",0
"""1046213893717196800""",1
"""1042504630847062017""",0
"""1045338792620707850""",0
"""1043678063584776192""",0
"""1043776467241488384""",0
"""1036897371907653632""",1
"""1042922163790069761""",0
"""1044359817463300096""",0
"""1044349653725122561""",0
"""1037524095372541952""",0
"""1045908470292258816""",0
"""1037021776948219904""",0
"""1039499322553823232""",1
"""1045316177587843073""",0
"""1036603082640183296""",1
"""1039439655748476928""",1
"""1042532172572368901""",0
"""1038133380150452225""",0
"""1042219293998542849""",0
"""1039306195100729345""",0
"""1039120350536261639""",0
"""1037346824464556038""",0
"""1036738280073637899""",0
"""1042361593651245056""",0
"""1042776276656898048""",0
"""1038877917059731456""",0
"""1040292531291009030""",0
"""1045368522845503488""",0
"""1043676434391273474""",0
"""1046809703219695617""",0
"""1040241519154876421""",0
"""1045774738272980993""",0
"""1045392894545334272""",0
"""1045655185509543937""",0
"""1037919075668779008""",0
"""1037353963639713792""",0
"""1046869913284030467""",0
"""1046187939804385280""",0
"""1036613105525157888""",0
"""1035498687911391237""",0
"""1039713741791789058""",0
"""1044201783977947136""",0
"""1038525508022095873""",0
"""1036360709469351936""",0
"""1039336668879306752""",0
"""1036176720129417216""",0
"""1046799970987335681""",0
"""1045406021253050374""",0
"""1042896251304529920""",0
"""1046465943252209664""",0
"""1042481527454609415""",1
"""1045390638143995906""",1
"""1046486073977634816""",0
"""1040373094932795393""",1
"""1045140828153368577""",0
"""1045641232154849280""",1
"""1036324086069305345""",1
"""1039483940610957313""",0
"""1041756842127441920""",0
"""1045156060108066817""",1
"""1044602751622287360""",0
"""1042142476801388544""",0
"""1042743064299823104""",0
"""1046409172949118976""",0
"""1037459680354807808""",0
"""1036117514189766656""",0
"""1042033970811158529""",0
"""1045256623323836416""",0
"""1044905872676323328""",0
"""1038594442326892544""",0
"""1043991414592491520""",0
"""1041177025489367040""",0
"""1044504458779136000""",0
"""1043837643367297024""",0
"""1042110611109359616""",0
"""1039220175927537665""",0
"""1042810396275560449""",0
"""1040755459374886912""",0
"""1037179377484812290""",0
"""1035469940567040000""",1
"""1035935538526793729""",0
"""1043751221671149569""",0
"""1038191777784766464""",0
"""1042937919617593347""",0
"""1046084561099264000""",0
"""1042359402437722117""",0
"""1035565264476295168""",0
"""1043493305286369281""",0
"""1046181574641946624""",0
"""1037090107134812161""",0
"""1037375047256731648""",0
"""1035714378505572353""",0
"""1035369417029439489""",1
"""1037447880678797312""",0
"""1041281613202640896""",0
"""1039587096267313152""",0
"""1043964490042281984""",1
"""1038601785416527874""",1
"""1036439279210254336""",1
"""1045851986908905472""",0
"""1039730405891563520""",1
"""1036822569620516864""",0
"""1045073495665848321""",0
"""1038523223376314368""",0
"""1045089360822108160""",1
"""1045287586342809600""",0
"""1046405453373149184""",0
"""1044543682093953024""",0
"""1037191059112116224""",1
"""1039484429285117952""",0
"""1044376889832411138""",0
"""1038666008649719808""",0
"""1045467156639617024""",0
"""1042890086478761984""",0
