id;texto
1013888857107042306; "o aquecimento global é algo bastante real, e é assustador porque a maior parte das pessoas ignora quando o assunto é tão grave. quando o gelo derreter vai ser os virus e bacterias todos a voltarem e epidemias por todo o lado"
1019783475052863489; "@jgaseixas no dia em que algum @$#&amp;!# disse que há aquecimento global."
1021018247800524801; "@g1 e muitos dizem que o aquecimento global é exagero dos cientistas... está vindo a galope, galera!"
1023863810078203904; "deviam falar mais sobre aquecimento global"
1022465348778569728; "ninguém quer saber com o nudes do felipe neto vamo falar de aquecimento global falar assuntos construtivos galera deixa o felipe neto pra lá que ninguém quer saber não"
1015969949477687299; "@exame - e a alface ? cria aquecimento global ? só idiota assina e dá dinheiro pra esse tipo de gente da exame ...."
1017096063281397760; "onde está o aquecimento global?"
1014191587939815425; "e ai gente qual é a aposta de vcs vamo morre primeiro por agrotoxicos, inversao dos polos, aquecimento global ou desespero"
1017149909781434369; "@folha é o aquecimento global não existe."
1018272740086878209; "@revistasuper legal, agora só falta a inteligência artificial conseguir encontrar alguma solução para os problemas reais que os seres humanos enfrentam: aquecimento global, inundação de cidades, fome, miséria, desigualdade mundial."
1017141701276729347; "@esclareceu comida japonesa pois não contribui para o aquecimento global"
1015614464803000320; "@exame primeiramente, se você afirma que aquecimento global não existe você nem é gente. só fica replicando o que ouve por aí, e nunca estudou o assunto por conta própria. agora, o vilão não é agronegócio de jeito nenhum. queima de combustível fóssil é"
1021367602491412480; "10°c em manhuaçu hoje pela manhã. este aquecimento global um dia me congela."
1022197810328952832; "@catarinaash00 eu acho que o aquecimento global é real, mas que nós não somos a causa principal. por exemplo, cientistas dizem que ainda estamos na idade do gelo (não no de tudo estar congelado como é obvio) e que os gelos dos polos não deverá existir pois este faz parte de uma era passada..."
1022295943217995777; "no meu perfil na pasta moda você encontra esta e outras dicas - ? este look tem a chave pro frio e calor, que é a blusa na cintura, além de ajudar na mudança climática do dia, afina a…"
1024076262095114240; "@chico_pinheiro está mesmo preocupado com a escassez de água e com a fome no mundo? então pare de comer carne e de consumir qualquer derivado de origem animal. ou será que também desconhece o fato de que a pecuária é a maior responsável pelo desmatamento, efeito estufa e a escassez de água?"
1021919598017503232; "@g1 incrível, pelo menos nos comentários observa -se (sem constrangimento algum), apoio às mortes de ativistas ambientais... mortes, aquecimento global, desmatamento, extinção de animais. deveríamos nos envergonhar liderar um ranking deste, demonstrando inequivocamente nosso momento."
1015067413099024384; "a mudança climática se tornará a principal causa de perda de espécies de vertebrados até 2070 https://t.co/lpxd1mrxjj"
1024082690881011714; "i liked a @youtube video olavo de carvalho ets, aquecimento global, copenhague 2009, governo mundial."
1023672838899884032; "eu estava assistindo simpsons ( um ep em que a liza se torna vegetariana), isso me intrigou, e agora vou assistir cowspirancy (um documentário que aponta que a maior causa do aquecimento global e de outros problemas ambientais, vem da indústria da pecuária)..."
1017014073018470402; "essa mudança climática é tão boa pra quem tem rinite hmmmm ???"
1015255675088367616; "@exame pra quem acredita nesse tal aquecimento global isso é terrível..."
1013856892605620225; "@wuantt olá aquecimento global"
1021024943692222466; "adoro ver pessoas surpreendidas com aquecimento global. como se não tivessem a ser avisados desta merda há anos..."
1023607697986531329; "aquecimento global já chegou - reino unido, são paulo, cidade do cabo - em várias regiões do planeta a seca aumenta..."
1015936734977282048; "@atalaiabrazuca @carlosbolsonaro o aquecimento global é uma farsa."
1019336860999585792; "@aianafreitas a cura do câncer e o teletransporte serão inventados no governo dele. chuck norris será o ministro da segurança, o aquecimento global irá regredir quando sua candidatura for confirmada, os beija-flores e pintassilgos invadirão brasília e os motoboys de são paulo serão cordiais."
1021916166221176832; "@eafifabr tô esperando mudança climática desde do fifa 15 dona ea sports? cade? impressionante como o jogo parou no tempo"
1020119920485502977; "gostei de um vídeo @youtube avião pode entrar em órbita seria o aquecimento global um grande filtro |"
1017067016967122944; "onde esta o tão prometido aquecimento global agora? baita friaca!!"
1014505418901606400; "@canaltech torcer para o mesmo acontecer com o aquecimento global"
1021646804008558592; "a circulação dos oceanos diminuiu drasticamente e a culpa não é do aquecimento global https://t.co/wzh0cn76yv"
1015605245085454336; "@alex_borges o maior vilão do aquecimento global, cientificamente comprovado, é o peido de vacas e bois."
1018534260918161409; "gostei de um vídeo @youtube os gases de efeito estufa realmente funcionam | minuto da terra"
